pt_id,lat,lon,avg_gvi_pct,l_j_meters,weight_sGVI,sGVI_contribution,ndvi_mean_voronoi
pt00193,41.003712,70.083456,19.76,74.19780103662872,0.0006099663721967,0.0120529355146073,0.1148033272549059
pt00195,41.003666,70.083353,19.49,50.2306220416397,0.0004129366352083,0.0080481350202107,0.1619921429891331
pt00198,41.003619,70.083244,19.7,66.09931851550762,0.0005433902481783,0.0107047878891131,0.2471878164748225
pt00201,41.003571999999984,70.083136,21.86,260.14597934178266,0.002138611886656,0.0467500558423006,0.2687456925158254
pt00203,41.003525,70.083029,26.49,346.1771863227728,0.0028458584961882,0.075386791564026,0.1870333947113179
pt00206,41.003478,70.082923,28.88,59.649210414011336,0.0004903651047916,0.0141617442263818,0.2401219814453509
pt00209,41.00343099999999,70.082816,21.2,61.8757908915744,0.0005086694102741,0.0107837914978109,0.2847867549087565
pt00211,41.003385,70.082711,17.53,61.245637862891215,0.0005034890390034,0.0088261628537307,0.2073162891918157
pt00214,41.003339,70.082606,16.11,60.60889101886487,0.0004982544611988,0.0080268793699132,0.1748865198062735
pt00216,41.003293,70.082503,17.77,151.55455584383458,0.001245901917933,0.0221396770816702,0.1814073600393231
pt00219,41.00324499999999,70.082396,28.9,256.5496453121778,0.002109047091061,0.0609514609316638,0.1638679714433552
pt00221,41.00319799999999,70.08229100000001,30.81,92.30690746236736,0.0007588379801946,0.023379798169797,0.2608172796566804
pt00224,41.00315200000001,70.082186,28.11,62.19816087865168,0.0005113195541971,0.0143731926684826,0.3153460031522589
pt00227,41.00310499999999,70.082078,45.29,62.012271401338616,0.0005097913912526,0.0230884521098345,0.3061000825764169
pt00229,41.003058,70.081973,31.61,60.93689775884709,0.0005009509438229,0.0158350593342436,0.3137864212276516
pt00232,41.00301,70.08187,25.89,65.0322524193008,0.000534618095547,0.0138412624937136,0.2468097649150092
pt00235,41.002961000000006,70.08176500000002,24.83,288.12564174584884,0.0023686275061684,0.0588130209781617,0.2230823725281406
pt00237,41.002912,70.081661,22.68,86.4070351218967,0.0007103362230311,0.0161104255383474,0.1622730579884189
pt00240,41.002865,70.081558,21.52,206.7647916013345,0.0016997750346916,0.036579158746564,0.1418120645101034
pt00243,41.002817,70.081453,18.51,71.81413108068604,0.0005903706632238,0.0109277609762736,0.1288095853601356
pt00245,41.002768,70.08135,28.31,38.36438280754441,0.0003153864814825,0.0089285912907709,0.1328052472569745
pt00248,41.002719,70.081248,24.43,35.98207648385016,0.0002958019826776,0.0072264424368159,0.1400315103796942
pt00250,41.002668,70.081144,20.48,54.19644353377576,0.0004455389187604,0.0091246370562139,0.2207015621516994
pt00253,41.00261900000001,70.081039,29.7,197.0816199637034,0.0016201714751164,0.0481190928109598,0.2733728518022171
pt00256,41.002573,70.080937,38.52,85.25574301585162,0.0007008716639815,0.0269975764965702,0.2205001161735622
pt00258,41.00252699999999,70.080831,34.29,79.47644613664002,0.0006533611353404,0.0224037533308233,0.1842049130833778
pt00261,41.002481,70.080727,44.34,47.09896441670983,0.0003871918582236,0.0171680869936381,0.2277066489638531
pt00264,41.002435,70.080624,45.49,50.39269273501953,0.0004142689883441,0.0188450962797751,0.2868457617740388
pt00266,41.002389,70.080521,37.95,420.84075981518345,0.0034596538974283,0.1312938654074044,0.2578558604967506
pt00269,41.00234100000001,70.080414,33.9,124.8005587920623,0.001025962266145,0.0347801208223171,0.2548057791608648
pt00272,41.002293,70.080308,23.02,217.45009458264207,0.001787616930331,0.0411509417362201,0.1892720259968991
pt00274,41.00224599999999,70.080204,16.56,1005.9945900123436,0.0082700950964361,0.1369527747969821,0.092512082944787
pt00277,41.002197,70.080101,13.71,734.8786063913712,0.0060413008375308,0.0828262344825481,0.1010508510210116
pt00280,41.00215000000001,70.079999,15.07,533.9813784633719,0.0043897619564375,0.0661537126835132,0.1831451234064736
pt00282,41.00210100000001,70.079896,17.26,439.6662977360858,0.0036144151559809,0.0623848055922307,0.2280163993118725
pt00285,41.00205199999999,70.079793,21.34,268.34323645232416,0.0022060000182694,0.0470760403898693,0.2286189317612871
pt00287,41.002003,70.079688,28.21,98.47283869822904,0.0008095269582318,0.0228367554917199,0.1668898423841387
pt00290,41.00195399999999,70.079583,29.77,319.7935415117186,0.0026289634415385,0.0782642416546024,0.2455436462239103
pt00293,41.001905,70.079479,41.68,158.0405482303555,0.0012992220593769,0.0541515754348325,0.3189364161903832
pt00295,41.001856,70.079377,50.93,107.90518492571674,0.0008870685285924,0.0451784001612128,0.3308769503972191
pt00298,41.001808,70.079274,39.06,221.09504788706136,0.0018175814159742,0.0709947301079551,0.3419040324112449
pt00300,41.00176,70.079169,33.13,93.40094064676995,0.0007678318242605,0.0254382683377504,0.3595208997933256
pt00303,41.00171199999999,70.079063,28.85,238.7245671119067,0.0019625104264693,0.0566184258036416,0.3078965489081518
pt00305,41.00166600000001,70.07896,28.8,318.75594066259526,0.0026204335172431,0.0754684852966023,0.3243830203245898
pt00308,41.001619000000005,70.078856,30.86,174.08375419740074,0.0014311102825507,0.0441640633195168,0.3690510200847477
pt00311,41.00157099999999,70.078752,33.06,89.64734015925403,0.0007369741702591,0.024364366068769,0.4010914736579083
pt00313,41.00152299999999,70.078646,40.74,110.72085189733396,0.0009102156049747,0.0370821837466697,0.3848546757568425
pt00316,41.001476,70.078542,56.26,100.61963662239786,0.0008271753861279,0.0465368872235577,0.3291338124150314
pt00318,41.001429,70.078437,34.81,224.5390122822302,0.0018458936090412,0.0642555565307267,0.2778509742834835
pt00321,41.001383,70.078335,32.37,467.8177896411335,0.0038458433539779,0.1244899493682655,0.2712640383995013
pt00323,41.001336,70.078229,30.66,108.00627225517852,0.0008878995487947,0.0272230001660463,0.3096121173571434
pt00326,41.00129,70.078124,29.91,127.31658587820206,0.0010466460585572,0.0313051836114464,0.3593641950491454
pt00329,41.001242,70.078016,31.99,384.3603462467,0.0031597551779282,0.1010805681419251,0.3917632727404266
pt00331,41.001195,70.077911,34.5,101.78257871229276,0.0008367357175358,0.0288673822549866,0.3178116659677781
pt00334,41.00114599999999,70.077803,38.15,434.336390195453,0.0035705989738126,0.1362183508509537,0.3594033792653788
pt00337,41.0011,70.07769900000001,43.52,72.99264454191986,0.0006000590039899,0.0261145678536405,0.4462298015670884
pt00339,41.00105400000001,70.077595,55.03,63.72758324186892,0.0005238926520169,0.0288298126404946,0.3459703724249096
pt00342,41.001008000000006,70.07749,59.89,199.7206496685033,0.0016418664492621,0.0983313816463117,0.3392229622061476
pt00344,41.00096099999999,70.077386,63.51,264.09962001208874,0.0021711140339291,0.1378874522948414,0.367651481565726
pt00347,41.00091599999999,70.077281,56.57,106.24688284915004,0.0008734359345328,0.0494102708165208,0.455465972616648
pt00349,41.00087,70.077177,48.6,79.08484299571896,0.0006501418384896,0.0315968933505993,0.4528669132480468
pt00352,41.00082200000001,70.077068,53.34,147.63281918774973,0.0012136620476484,0.0647367336215686,0.3514884814084182
pt00355,41.00077499999998,70.07696000000001,61.15,274.95277889239003,0.0022603358418075,0.1382195367265346,0.2952743729179436
pt00357,41.00072699999999,70.076853,55.71,79.49748088458198,0.0006535340581051,0.0364083823770385,0.2436427486550312
pt00360,41.00068000000001,70.076747,51.71,76.39762726613242,0.0006280507359639,0.0324765035566954,0.2871936899089091
pt00363,41.000634,70.076644,36.18,68.70097898115203,0.000564778016734,0.020433668645439,0.3788354599437267
pt00365,41.000586,70.076536,40.92,79.99156695246641,0.0006575958481066,0.0269088221045227,0.4122054344685391
pt00368,41.00053799999999,70.076429,58.64,124.11284163943574,0.001020308670879,0.0598309004603499,0.3379850406305729
pt00370,41.00048999999999,70.076323,57.13,120.15229827467827,0.000987749777834,0.0564301448076591,0.2871418193104285
pt00373,41.00044299999999,70.07622,39.8,97.7753578435252,0.0008037930973804,0.0319909652757429,0.278843036103732
pt00376,41.00039399999999,70.076113,32.44,56.76853138507505,0.0004666835763339,0.015139215216274,0.234902733640877
pt00378,41.00034699999999,70.076005,24.52,107.58697666971037,0.0008844525974892,0.0216867776904366,0.2333352503612513
pt00381,41.000302000000005,70.075896,21.1,51.88884246671653,0.0004265685580262,0.0090005965743531,0.2648295783807328
pt00383,41.00025999999999,70.07578700000002,17.34,243.5037381371407,0.0020017991058054,0.0347111964946665,0.2826274664230546
pt00386,41.000219,70.075676,30.29,126.64888005067058,0.0010411569726864,0.0315366447026719,0.3046945209397318
pt00389,41.00017799999999,70.075567,34.74,105.24200647829888,0.0008651750321088,0.0300561806154621,0.2937652288373791
pt00391,41.000134,70.075463,28.22,104.5839483119235,0.0008597652578725,0.0242625755771637,0.2611559468935737
pt00394,41.000088,70.07535700000001,30.36,99.28032069863409,0.0008161651181168,0.0247787729860288,0.2063211220866277
pt00396,41.00003999999999,70.075253,20.4,96.22827251724374,0.0007910747956145,0.0161379258305371,0.1960727474096356
pt00399,40.999988,70.075149,11.59,113.98941705325863,0.0009370858734003,0.0108608252727103,0.2022393001457052
pt00402,40.999938,70.075046,12.38,121.88636797331128,0.0010020052434736,0.0124048249142037,0.2251979689852319
pt00404,40.99989,70.074945,18.79,74.47640420677938,0.0006122567172285,0.0115043037167252,0.2522815545913782
pt00407,40.999839,70.074841,41.35,40.31324248665692,0.0003314076957474,0.013703708219155,0.2419729522195947
pt00409,40.99978999999999,70.074736,32.86,35.34407355225399,0.0002905570788099,0.009547705609694,0.2058469433953851
pt00412,40.99974399999999,70.07463,22.89,56.69569380875818,0.0004660847921171,0.0106686808915609,0.2079359417954109
pt00414,40.99969800000001,70.074523,32.09,74.37500607132979,0.0006114231419478,0.0196205686251073,0.2306151328880203
pt00417,40.999651,70.074417,56.21,65.58967200545408,0.0005392005386654,0.0303084622783835,0.2249158301302466
pt00420,40.999604,70.074312,47.54,177.85030483294528,0.0014620743973191,0.0695070168485518,0.1734752678397104
pt00422,40.999557,70.074205,49.18,58.39328416086156,0.0004800403678091,0.023608385288854,0.1946595958313911
pt00425,40.99951099999999,70.074097,30.8,128.74418707042426,0.0010583821033994,0.0325981687847042,0.2910318568399909
pt00427,40.999465,70.073992,28.26,216.2413618218885,0.0017776801623037,0.0502372413867048,0.3066109982924133
pt00430,40.99941700000001,70.073884,28.97,97.68475946682058,0.000803048304915,0.0232643093933881,0.3177962670103357
pt00433,40.999371,70.07378,25.75,97.62547483256014,0.0008025609369232,0.020665944125773,0.2911123182075825
pt00435,40.999323,70.073674,36.44,141.1887802460798,0.0011606867976999,0.0422954269081862,0.2638985602418537
pt00438,40.99927400000001,70.073567,36.91,64.84627379543058,0.0005330891997452,0.0196763223625976,0.2651417370475431
pt00440,40.99922800000001,70.073464,29.85,65.6362968745055,0.0005395838330735,0.0161065774172442,0.2303533178152445
pt00443,40.999181,70.07336,23.4,61.465539953564985,0.0005052968133392,0.0118239454321387,0.2200924122388138
pt00446,40.99913399999999,70.073256,19.81,416.0000690710157,0.0034198594758835,0.067747416217253,0.2436386454645607
pt00448,40.99908599999999,70.073151,25.03,64.82132240180745,0.0005328840789622,0.013338088496424,0.2568938323447639
pt00451,40.999038,70.073046,33.76,81.50388784379274,0.0006700283578952,0.0226201573625421,0.2797763704014679
pt00453,40.99898900000001,70.072942,47.11,37.68533024885918,0.0003098041162376,0.0145948719159573,0.2897396466199055
pt00456,40.99894100000001,70.072836,34.14,67.70938454722751,0.0005566263026522,0.0190032219725477,0.3025651256302467
pt00459,40.998893,70.072731,41.49,67.71301287976745,0.0005566561305016,0.0230956628545141,0.2835886324543274
pt00461,40.998845,70.072627,46.29,68.85889872166027,0.0005660762456555,0.0262036694113959,0.3264763724441412
pt00464,40.998796,70.072522,42.89,50.72026143647584,0.0004169618699347,0.0178834946015,0.3397918957785957
pt00466,40.99874700000001,70.072415,40.83,63.09942053258413,0.0005187286427932,0.0211796904852496,0.3144734942354213
pt00469,40.998698,70.072308,30.04,65.58199875693944,0.0005391374583113,0.0161956892476735,0.2901096480375275
pt00472,40.998651,70.072206,28.91,69.59464119298237,0.0005721246481665,0.0165401235784963,0.2521140904578325
pt00474,40.99860300000001,70.072103,25.02,150.86968113630832,0.0012402716898815,0.0310315976808353,0.2731226572851991
pt00477,40.998554,70.071999,24.9,121.22360779742932,0.0009965568148885,0.0248142646907249,0.2589356600963056
pt00479,40.998507,70.071895,24.54,99.72891034062494,0.0008198528904323,0.0201191899312097,0.2156314419633206
pt00482,40.998459,70.071792,27.35,354.45090517889554,0.0029138752056423,0.0796944868743188,0.2275652714187254
pt00485,40.99841,70.071691,22.5,259.0308510215137,0.0021294446233874,0.0479125040262187,0.2448735671348862
pt00487,40.998362,70.07159,45.95,398.4417475133012,0.0032755157682157,0.1505099495495147,0.2282520847919307
pt00490,40.99831399999999,70.071488,41.1,32.985418469734704,0.0002711670124757,0.0111449642127546,0.2336230665222063
pt00492,40.998267,70.071387,52.39,32.07839439996181,0.0002637105356852,0.0138157949645528,0.2583025344291119
pt00495,40.99821899999999,70.071285,51.8,33.66934038537382,0.0002767894078017,0.0143376913241325,0.2810637337107103
pt00497,40.99817199999999,70.071183,53.12,33.68390568871905,0.0002769091464613,0.0147094138600289,0.2980421189030214
pt00500,40.99812599999999,70.071081,51.32,31.405517904631647,0.0002581789427127,0.0132497433400182,0.2745688810110492
pt00502,40.998079,70.070979,50.19,33.35183655999812,0.0002741792676922,0.0137610574454755,0.2672571654190301
pt00505,40.998032,70.070876,47.26,33.66325873389599,0.000276739411672,0.0130787045956197,0.2873507678707697
pt00507,40.997985,70.070772,38.95,31.815143497770062,0.0002615463988032,0.0101872322333881,0.2606200553515781
pt00510,40.99793699999999,70.070668,37.29,37.08621640666961,0.0003048789123671,0.0113689346421697,0.259064830533636
pt00512,40.997891,70.070563,44.49,33.3799180714074,0.0002744101205935,0.0122085062652087,0.2757301544422505
pt00515,40.99784499999999,70.07045800000002,40.98,34.29479891251792,0.0002819311864452,0.0115535400205261,0.2820646578242264
pt00517,40.99779899999999,70.070352,32.52,34.55632520573613,0.0002840811456364,0.0092383188560984,0.2609054419463148
pt00520,40.99775399999999,70.07024700000001,28.72,33.29855957321371,0.000273741287457,0.0078618497757668,0.2394501761855882
pt00523,40.997709,70.070142,24.26,40.29156791087519,0.0003312295130765,0.0080356279872375,0.217120327528944
pt00525,40.997664999999984,70.070038,17.8,60.74595120711254,0.0004993812076068,0.0088889854954013,0.2426248617498524
pt00528,40.99761800000001,70.069928,13.43,56.24114404619335,0.0004623480227549,0.0062093339455989,0.2774622893631233
pt00530,40.997572,70.069818,14.8,51.09355005335627,0.0004200306064773,0.0062164529758641,0.2483443923823514
pt00533,40.997526,70.069707,12.22,64.57691305035992,0.0005308748349772,0.0064872904834214,0.2215189739688615
pt00536,40.99748199999999,70.069596,7.66,59.58937347281223,0.0004898731963868,0.0037524286843231,0.2167898463332363
pt00538,40.99743999999999,70.06949,6.55,60.45102236572662,0.0004969566522571,0.0032550660722843,0.1891176814713298
pt00541,40.99739799999999,70.069384,5.39,67.29535309833612,0.000553222626838,0.002981869958657,0.1552194531562823
pt00543,40.997356,70.069277,5.43,71.96095029080074,0.000591577636742,0.0032122665675095,0.1343499638463876
pt00546,40.99731599999999,70.069167,5.22,59.71309991037902,0.0004908903285014,0.0025624475147774,0.1574488266806167
pt00548,40.997276,70.069056,4.69,73.47388066502623,0.0006040151569766,0.0028328310862204,0.1669236572594134
pt00551,40.99723799999999,70.068942,4.13,69.76567834195384,0.0005735307128721,0.002368681844162,0.1603150525533153
pt00554,40.99720099999999,70.068825,3.73,74.22451662268539,0.0006101859960788,0.002275993765374,0.1337732814142797
pt00556,40.997168,70.068714,3.98,64.17090163944044,0.0005275370904089,0.0020995976198274,0.1305334666322414
pt00559,40.997137,70.068601,4.04,52.26985456912473,0.000429700787912,0.0017359911831646,0.1571715389240798
pt00561,40.99710699999999,70.068487,4.89,35.726512129096385,0.0002937010354777,0.001436198063486,0.1630938089338098
pt00564,40.997078,70.068371,5.25,28.897358392382944,0.0002375598281675,0.0012471890978795,0.2132868021452258
pt00566,40.997049,70.068257,6.62,41.40448428143242,0.0003403785923164,0.0022533062811347,0.2085884754234238
pt00569,40.99702299999999,70.068142,9.61,38.5545757198327,0.0003169500221684,0.0030458897130389,0.214874561177455
pt00572,40.996997,70.068026,14.77,30.53628767114792,0.0002510331620465,0.0037077598034275,0.2861937791291322
pt00574,40.996971,70.06791,21.38,34.8058670709238,0.0002861325830658,0.0061175146259468,0.4200354520023035
pt00577,40.996946,70.067793,28.81,33.27171772051642,0.0002735206255602,0.0078801292223921,0.4559706100797931
pt00579,40.996922,70.067677,42.54,26.914743451078465,0.0002212611181476,0.0094124479660002,0.4527137700702852
pt00582,40.996897,70.06756100000001,43.09,33.88942867464783,0.0002785987128417,0.012004818536352,0.497747013910118
pt00584,40.996873,70.067445,46.44,30.35168207964724,0.0002495155536894,0.011587502313336,0.480056679168918
pt00587,40.996849000000005,70.067329,56.2,30.50529250462085,0.0002507783565264,0.0140937436367875,0.4767274341644041
pt00589,40.996825,70.06721300000001,58.68,32.300082248898406,0.0002655329904088,0.015581475877191,0.506866594644141
pt00592,40.996801,70.067097,61.21,49.96915879453745,0.0004107871943075,0.0251442841635649,0.517694861484157
pt00594,40.996778,70.066981,62.63,33.750324743253515,0.0002774551652001,0.0173770169964838,0.5158765701150041
pt00597,40.996754,70.066865,60.08,49.80365011645993,0.0004094265781366,0.024598348814451,0.5275486017889878
pt00599,40.996731,70.066749,54.6,42.84433818166194,0.0003522153644005,0.0192309588962718,0.5014372940165925
pt00602,40.99670799999999,70.066633,55.8,43.22278936819753,0.0003553265414715,0.019827221014115,0.479104582474298
pt00605,40.99668500000001,70.066517,61.25,42.82715969440411,0.0003520741432403,0.0215645412734687,0.3413551325869824
pt00607,40.99666199999999,70.066401,59.09,33.23147583431987,0.0002731898044713,0.0161427855462142,0.3444855753635887
pt00610,40.99663799999999,70.066286,46.48,45.868355294265385,0.000377075248681,0.0175264575586951,0.353305460940047
pt00612,40.996614,70.06617,40.16,45.758107009789946,0.0003761689179652,0.0151069437454854,0.3868615751687848
pt00615,40.99659,70.066055,39.52,45.094612106571205,0.0003707144493229,0.014650635037241,0.4297735358851512
pt00617,40.996565,70.06594,43.24,85.91890990553176,0.0007063234360854,0.0305414253763341,0.4996011890279193
pt00620,40.99654099999999,70.065825,41.3,48.94401975114671,0.0004023597162076,0.0166174562793773,0.5296019889630348
pt00622,40.996515,70.065704,49.35,44.018378521249566,0.0003618669324625,0.0178581331170252,0.4733645531395392
pt00625,40.99648899999998,70.065582,51.66,35.12643585209956,0.0002887679196089,0.0149177507269985,0.4644147408363718
pt00628,40.996462,70.065461,47.39,47.32323469640196,0.0003890355426319,0.0184363943653258,0.3456494240377613
pt00630,40.99643600000001,70.065341,43.72,40.65574613666293,0.0003342233547822,0.014612245071082,0.3822190566136522
pt00633,40.99640999999999,70.065222,49.12,39.04422665911828,0.0003209753517996,0.0157663092803967,0.4582909025211044
pt00635,40.996384,70.065105,48.12,42.30615071684367,0.0003477910249876,0.0167357041224072,0.486282445946237
pt00638,40.99635699999999,70.064984,43.88,60.864747390898,0.0005003578090187,0.0219557006597426,0.5112603865665762
pt00641,40.996330999999984,70.06486700000002,49.83,53.272342815046215,0.0004379420580034,0.0218226527503136,0.5082812268799918
pt00643,40.996305,70.06475,50.18,59.318460599499005,0.0004876460718601,0.024470079885941,0.5096553041954193
pt00646,40.99627999999999,70.064633,52.49,48.21639010582885,0.0003963780077357,0.0208058816260511,0.4341036166145611
pt00648,40.996255000000005,70.064519,59.55,51.516877930128985,0.0004235107065023,0.0252200625722142,0.3697510570144042
pt00651,40.99622899999999,70.064402,54.43,53.76793031068453,0.0004420161909642,0.0240589412741848,0.345095776550594
pt00654,40.996203,70.064286,50.3,58.38396253780645,0.0004799637364734,0.0241421759446156,0.2490582625113665
pt00656,40.996177,70.064169,43.11,382.4064774204125,0.0031436927843927,0.1355245959351721,0.1300259750600062
pt00659,40.996152,70.064054,34.59,576.8704163484789,0.0047423447888164,0.1640377062451624,0.1605064293745275
pt00661,40.996126,70.063937,23.26,56.87989397808032,0.0004675990675736,0.0108763543117635,0.356597835698429
pt00664,40.996100000000006,70.063822,22.52,109.9729582551714,0.00090406730994,0.0203595958198491,0.23048179501795
pt00666,40.99609,70.063701,17.52,440.4676803811009,0.0036210031741956,0.0634399756119075,0.2287869911117598
pt00669,40.99605899999999,70.063589,18.88,44.46024035803535,0.0003654993967381,0.0069006286104163,0.119862108769298
pt00671,40.996039,70.063468,15.68,68.59122622206206,0.0005638757596406,0.0088415719111657,0.1585419476954791
pt00674,40.996013000000005,70.063351,14.58,77.98509332732229,0.0006411010002682,0.0093472525839116,0.1895609162465772
pt00677,40.99598499999999,70.063236,15.97,62.65392114316255,0.0005150662748715,0.0082256084096982,0.1818694032989445
pt00679,40.995958,70.063119,15.98,60.30416273301882,0.0004957493464322,0.0079220745559877,0.2026254582852175
pt00682,40.995932,70.063003,15.73,57.836838262296965,0.000475465929196,0.0074790790662534,0.199370420635282
pt00684,40.995906,70.062886,16.65,42.82392844743229,0.0003520475797577,0.0058615922029666,0.1860706529698905
pt00687,40.995881,70.062768,17.26,259.8957181069356,0.002136554535422,0.0368769312813844,0.1571954490632565
pt00689,40.995855,70.06265,26.31,58.95066782175115,0.0004846225155925,0.0127504183852405,0.1118256798185597
pt00692,40.995828,70.062532,33.16,47.64711612931264,0.000391698111871,0.0129887093896448,0.1517283648473824
pt00695,40.99580199999998,70.062416,36.18,56.95731351109168,0.0004682355192073,0.0169407610849233,0.2395999959801385
pt00697,40.99577500000001,70.0623,43.82,39.303935643721104,0.0003231103712334,0.0141586964674518,0.3343644086590109
pt00700,40.99575,70.062184,45.99,50.975130012244826,0.0004190570972645,0.0192724359031987,0.4082941370361601
pt00702,40.995725,70.062069,50.54,52.22814325911938,0.0004293578869623,0.0216997476070747,0.4555728573988688
pt00705,40.99569900000001,70.06195,53.39,48.973042684501706,0.0004025983083643,0.0214947236835724,0.4816191845000988
pt00707,40.995674,70.061834,52.35,53.85499819557296,0.0004427319599107,0.0231770181013281,0.4121991119002321
pt00710,40.995648,70.061715,44.48,50.31178292485415,0.0004136038437887,0.0183970989717236,0.3407650206932843
pt00713,40.995623,70.0616,45.18,57.73204595469928,0.000474604451055,0.0214426290986682,0.3250106399435983
pt00715,40.995596,70.06148,38.23,45.2509256609163,0.0003719994740855,0.014221539894292,0.2700720137299601
